system:index,oid,B1,B2,B3,B4,B5,B6,B7,sr_atmos_opacity
LT05_186022_19951027_37,154230020,722.0,726.0,516.0,591.0,351.0,2771.0,145.0,62.0
LT05_186023_19860511_25,153230040,638.0,721.0,547.0,1374.0,725.0,2883.0,288.0,539.0
LT05_186023_19860511_26,153230050,662.0,772.0,549.0,1187.0,666.0,2893.0,456.0,536.0
LT05_186023_19860527_25,153230040,420.0,428.0,313.0,985.0,395.0,2906.0,241.0,293.0
LT05_186023_19860527_26,153230050,440.0,511.0,350.0,1193.0,505.0,2929.0,358.0,292.0
LT05_186023_19860612_25,153230040,455.0,530.0,402.0,1182.0,580.0,2920.0,236.0,578.0
LT05_186023_19860612_26,153230050,455.0,576.0,402.0,1318.0,608.0,2929.0,360.0,578.0
LT05_186023_19860730_25,153230040,567.0,600.0,362.0,902.0,415.0,2924.0,213.0,518.0
LT05_186023_19860730_26,153230050,614.0,649.0,489.0,1768.0,782.0,2929.0,430.0,518.0
LT05_186023_19890503_25,153230040,302.0,448.0,282.0,687.0,571.0,2855.0,339.0,102.0
LT05_186023_19890503_26,153230050,322.0,489.0,354.0,1267.0,682.0,2874.0,339.0,101.0
LT05_186023_19890519_26,153230050,386.0,544.0,447.0,1470.0,724.0,2915.0,396.0,144.0
LT05_186023_19890706_25,153230040,244.0,294.0,234.0,923.0,352.0,2938.0,131.0,144.0
LT05_186023_19890706_26,153230050,263.0,448.0,334.0,1561.0,621.0,2951.0,284.0,144.0
LT05_186023_19890807_25,153230040,448.0,406.0,240.0,959.0,380.0,2874.0,224.0,221.0
LT05_186023_19890807_26,153230050,490.0,581.0,431.0,1447.0,852.0,2879.0,476.0,221.0
LT05_186023_19890823_25,153230040,767.0,819.0,536.0,1343.0,572.0,2902.0,288.0,287.0
LT05_186023_19890823_26,153230050,745.0,819.0,663.0,1491.0,800.0,2902.0,381.0,287.0
LT05_186023_19890908_25,153230040,252.0,252.0,112.0,563.0,312.0,2869.0,217.0,246.0
LT05_186023_19890908_26,153230050,304.0,467.0,345.0,1263.0,771.0,2874.0,266.0,246.0
LT05_186023_19890924_25,153230040,493.0,492.0,339.0,642.0,356.0,2879.0,191.0,285.0
LT05_186023_19890924_26,153230050,525.0,622.0,504.0,1589.0,927.0,2883.0,364.0,286.0
LT05_186023_19920511_26,153230050,609.0,745.0,659.0,1347.0,853.0,2786.0,484.0,205.0
LT05_186023_19920628_25,153230040,361.0,484.0,316.0,1022.0,477.0,2920.0,204.0,192.0
LT05_186023_19920628_26,153230050,425.0,655.0,521.0,1619.0,851.0,2942.0,393.0,192.0
LT05_186023_19920714_25,153230040,717.0,788.0,585.0,1407.0,578.0,2911.0,290.0,286.0
LT05_186023_19920714_26,153230050,694.0,879.0,694.0,1493.0,635.0,2915.0,410.0,286.0
LT05_186023_19920730_25,153230040,363.0,425.0,296.0,1186.0,512.0,2897.0,258.0,230.0
LT05_186023_19920730_26,153230050,409.0,519.0,445.0,1445.0,741.0,2906.0,258.0,230.0
LT05_186023_19920831_25,153230040,638.0,646.0,532.0,1444.0,786.0,2938.0,307.0,384.0
LT05_186023_19920831_26,153230050,668.0,707.0,532.0,1114.0,575.0,2947.0,157.0,384.0
LT05_186023_19940602_25,153230040,396.0,464.0,369.0,1024.0,638.0,2831.0,355.0,155.0
LT05_186023_19940602_26,153230050,417.0,592.0,437.0,1886.0,823.0,2846.0,467.0,155.0
LT05_186023_19950824_25,153230040,771.0,661.0,477.0,948.0,379.0,2915.0,94.0,578.0
LT05_186023_19950824_26,153230050,803.0,859.0,631.0,1988.0,1098.0,2924.0,451.0,578.0
LT05_186023_19990803_25,153230040,821.0,786.0,563.0,1110.0,435.0,2924.0,123.0,509.0
LT05_186023_19990803_26,153230050,742.0,890.0,645.0,1715.0,1000.0,2933.0,459.0,510.0
LT05_186023_19991022_25,153230040,308.0,276.0,274.0,329.0,81.0,2771.0,190.0,48.0
LT05_186023_19991022_26,153230050,521.0,535.0,610.0,1592.0,1290.0,2766.0,700.0,48.0
LT05_186023_20070521_25,153230040,312.0,434.0,245.0,826.0,371.0,2920.0,166.0,182.0
LT05_186023_20070521_26,153230050,375.0,519.0,414.0,1385.0,692.0,2933.0,432.0,181.0
LT05_186023_20101004_25,153230040,236.0,208.0,173.0,305.0,60.0,2831.0,-23.0,77.0
LT05_186023_20101004_26,153230050,268.0,208.0,173.0,245.0,60.0,2826.0,33.0,77.0
LT05_186023_20110921_25,153230040,206.0,185.0,119.0,540.0,237.0,2860.0,134.0,109.0
LT05_186023_20110921_26,153230050,294.0,363.0,308.0,1976.0,1015.0,2869.0,451.0,108.0
LT05_187022_19840410_23,153220120,1536.0,1550.0,1407.0,1359.0,812.0,2831.0,620.0,287.0
LT05_187022_19840410_25,153230040,1264.0,1287.0,1136.0,1254.0,810.0,2826.0,525.0,287.0
LT05_187022_19840410_26,153230050,1335.0,1389.0,1268.0,1604.0,1203.0,2846.0,991.0,286.0
LT05_187022_19840410_34,154220020,1410.0,1513.0,1463.0,1773.0,2076.0,2841.0,1754.0,286.0
LT05_187022_19840410_35,154220070,1675.0,1668.0,1683.0,1772.0,1148.0,2811.0,859.0,284.0
LT05_187022_19840410_36,154220080,1366.0,1411.0,1240.0,1267.0,750.0,2816.0,530.0,283.0
LT05_187022_19840410_37,154230020,1297.0,1346.0,1187.0,1209.0,747.0,2826.0,479.0,284.0
LT05_187022_19840528_23,153220120,777.0,971.0,888.0,2400.0,1730.0,2902.0,1191.0,578.0
LT05_187022_19840528_34,154220020,670.0,757.0,546.0,988.0,206.0,2874.0,114.0,551.0
LT05_187022_19840528_35,154220070,813.0,934.0,655.0,1657.0,317.0,2874.0,234.0,578.0
LT05_187022_19840528_36,154220080,838.0,934.0,695.0,1612.0,374.0,2883.0,234.0,577.0
LT05_187022_19840731_23,153220120,276.0,387.0,305.0,1176.0,649.0,2906.0,218.0,112.0
LT05_187022_19840731_25,153230040,193.0,288.0,253.0,1091.0,427.0,2897.0,180.0,63.0
LT05_187022_19840731_26,153230050,231.0,407.0,322.0,2103.0,924.0,2906.0,414.0,63.0
LT05_187022_19840731_34,154220020,379.0,636.0,522.0,3280.0,1550.0,2915.0,737.0,108.0
LT05_187022_19840731_35,154220070,314.0,508.0,338.0,2093.0,820.0,2897.0,339.0,126.0
LT05_187022_19840731_36,154220080,231.0,393.0,-46.0,475.0,175.0,2897.0,59.0,112.0
LT05_187022_19840731_37,154230020,277.0,428.0,270.0,555.0,176.0,2902.0,99.0,109.0
LT05_187022_19841003_36,154220080,673.0,792.0,632.0,820.0,404.0,2860.0,218.0,174.0
LT05_187022_19841019_23,153220120,493.0,676.0,490.0,1319.0,801.0,2836.0,415.0,100.0
LT05_187022_19841019_25,153230040,597.0,668.0,622.0,688.0,175.0,2826.0,115.0,104.0
LT05_187022_19841019_26,153230050,675.0,832.0,761.0,1859.0,1575.0,2831.0,863.0,103.0
LT05_187022_19841019_35,154220070,913.0,1003.0,903.0,2550.0,2037.0,2826.0,1190.0,142.0
LT05_187022_19850515_23,153220120,462.0,571.0,507.0,1269.0,714.0,2924.0,407.0,288.0
LT05_187022_19850515_25,153230040,512.0,634.0,489.0,1015.0,713.0,2924.0,366.0,232.0
LT05_187022_19850515_26,153230050,573.0,717.0,562.0,1681.0,1267.0,2938.0,720.0,226.0
LT05_187022_19850515_34,154220020,548.0,829.0,695.0,3217.0,1843.0,2924.0,928.0,288.0
LT05_187022_19850515_35,154220070,591.0,788.0,621.0,1573.0,970.0,2883.0,449.0,289.0
LT05_187022_19850515_36,154220080,574.0,706.0,586.0,933.0,521.0,2897.0,289.0,289.0
LT05_187022_19850515_37,154230020,540.0,696.0,543.0,671.0,518.0,2911.0,327.0,289.0
LT05_187022_19851006_25,153230040,782.0,852.0,687.0,1050.0,643.0,2865.0,223.0,192.0
LT05_187022_19851006_26,153230050,748.0,852.0,687.0,2099.0,1420.0,2874.0,684.0,192.0
LT05_187022_19851006_37,154230020,761.0,722.0,694.0,775.0,325.0,2865.0,224.0,191.0
LT05_187022_19860416_23,153220120,482.0,575.0,518.0,558.0,493.0,2766.0,366.0,124.0
LT05_187022_19860416_25,153230040,399.0,423.0,347.0,395.0,344.0,2786.0,195.0,51.0
LT05_187022_19860416_26,153230050,502.0,557.0,540.0,1007.0,1238.0,2807.0,960.0,51.0
LT05_187022_19860416_34,154220020,858.0,1047.0,1087.0,1915.0,1683.0,2792.0,1192.0,122.0
LT05_187022_19860416_35,154220070,664.0,748.0,626.0,798.0,497.0,2766.0,325.0,47.0
LT05_187022_19860416_36,154220080,1879.0,2034.0,2016.0,1675.0,317.0,2771.0,154.0,46.0
LT05_187022_19860416_37,154230020,425.0,471.0,350.0,310.0,196.0,2781.0,153.0,47.0
LT05_187022_19860502_23,153220120,306.0,411.0,357.0,481.0,319.0,2869.0,340.0,95.0
LT05_187022_19860502_25,153230040,279.0,444.0,349.0,657.0,461.0,2860.0,261.0,13.0
LT05_187022_19860502_26,153230050,335.0,562.0,522.0,1625.0,1042.0,2883.0,734.0,13.0
LT05_187022_19860502_32,154210040,286.0,398.0,310.0,391.0,348.0,2821.0,303.0,135.0
LT05_187022_19860502_33,154210060,427.0,526.0,530.0,1242.0,1119.0,2879.0,709.0,135.0
LT05_187022_19860502_34,154220020,454.0,708.0,615.0,2351.0,1844.0,2883.0,1144.0,82.0
LT05_187022_19860502_35,154220070,264.0,434.0,339.0,905.0,576.0,2850.0,383.0,57.0
LT05_187022_19860502_36,154220080,220.0,280.0,239.0,125.0,156.0,2860.0,104.0,43.0
LT05_187022_19860502_37,154230020,240.0,350.0,268.0,286.0,182.0,2855.0,143.0,48.0
LT05_187022_19860806_23,153220120,547.0,731.0,569.0,1350.0,759.0,2920.0,389.0,229.0
LT05_187022_19860806_25,153230040,374.0,548.0,337.0,1214.0,582.0,2920.0,183.0,144.0
LT05_187022_19860806_35,154220070,407.0,588.0,368.0,1704.0,674.0,2915.0,308.0,177.0
LT05_187022_19860806_36,154220080,676.0,845.0,594.0,1267.0,761.0,2906.0,433.0,167.0
LT05_187022_19861025_23,153220120,612.0,750.0,538.0,788.0,596.0,2781.0,456.0,20.0
LT05_187022_19861025_25,153230040,525.0,660.0,462.0,621.0,316.0,2781.0,213.0,20.0
LT05_187022_19861025_26,153230050,645.0,830.0,822.0,1597.0,1368.0,2771.0,695.0,20.0
LT05_187022_19861025_32,154210040,503.0,488.0,301.0,404.0,191.0,2781.0,126.0,139.0
LT05_187022_19861025_33,154210060,371.0,493.0,467.0,860.0,1021.0,2781.0,554.0,140.0
LT05_187022_19861025_34,154220020,675.0,962.0,862.0,2635.0,1949.0,2781.0,1058.0,141.0
LT05_187022_19861025_35,154220070,405.0,579.0,459.0,939.0,717.0,2781.0,379.0,141.0
LT05_187022_19861025_36,154220080,363.0,389.0,379.0,491.0,366.0,2776.0,125.0,142.0
LT05_187022_19861025_37,154230020,620.0,499.0,396.0,381.0,39.0,2776.0,134.0,20.0
LT05_187022_19870403_37,154230020,1309.0,1391.0,1169.0,983.0,347.0,2735.0,265.0,155.0
LT05_187022_19870419_23,153220120,421.0,583.0,566.0,557.0,542.0,2761.0,442.0,60.0
LT05_187022_19870419_25,153230040,540.0,595.0,536.0,646.0,454.0,2750.0,315.0,22.0
LT05_187022_19870419_26,153230050,540.0,724.0,725.0,1069.0,1177.0,2781.0,936.0,23.0
LT05_187022_19870419_34,154220020,661.0,883.0,906.0,1827.0,1971.0,2786.0,1422.0,130.0
LT05_187022_19870419_36,154220080,597.0,724.0,648.0,560.0,251.0,2766.0,234.0,63.0
LT05_187022_19870505_23,153220120,708.0,749.0,691.0,856.0,566.0,2869.0,423.0,434.0
LT05_187022_19870505_37,154230020,714.0,817.0,668.0,728.0,448.0,2883.0,340.0,384.0
LT05_187022_19870622_23,153220120,554.0,623.0,554.0,1287.0,763.0,2915.0,389.0,385.0
LT05_187022_19870622_37,154230020,511.0,706.0,481.0,826.0,217.0,2906.0,118.0,385.0
LT05_187022_19870708_25,153230040,402.0,433.0,318.0,1031.0,533.0,2933.0,204.0,281.0
LT05_187022_19870708_26,153230050,403.0,597.0,425.0,2675.0,1272.0,2938.0,592.0,280.0
LT05_187022_19870708_34,154220020,518.0,781.0,580.0,3272.0,1846.0,2915.0,995.0,366.0
LT05_187022_19870708_36,154220080,415.0,507.0,343.0,950.0,341.0,2915.0,204.0,318.0
LT05_187022_19870708_37,154230020,380.0,512.0,387.0,865.0,315.0,2924.0,165.0,289.0
LT05_187022_19870825_23,153220120,418.0,525.0,409.0,1150.0,478.0,2915.0,290.0,277.0
LT05_187022_19870825_25,153230040,304.0,429.0,285.0,1006.0,448.0,2924.0,245.0,183.0
LT05_187022_19870825_26,153230050,372.0,616.0,408.0,2435.0,1117.0,2933.0,517.0,182.0
LT05_187022_19870825_34,154220020,526.0,717.0,574.0,2904.0,1925.0,2924.0,993.0,307.0
LT05_187022_19870825_35,154220070,344.0,439.0,332.0,1161.0,549.0,2915.0,202.0,184.0
LT05_187022_19870825_36,154220080,311.0,447.0,256.0,679.0,228.0,2929.0,65.0,173.0
LT05_187022_19870825_37,154230020,421.0,541.0,344.0,535.0,387.0,2933.0,247.0,149.0
LT05_187022_19870910_23,153220120,307.0,446.0,231.0,955.0,459.0,2860.0,172.0,121.0
LT05_187022_19870910_26,153230050,431.0,550.0,454.0,2528.0,1418.0,2850.0,661.0,111.0
LT05_187022_19870910_34,154220020,562.0,852.0,761.0,3197.0,1894.0,2855.0,871.0,155.0
LT05_187022_19870910_37,154230020,411.0,432.0,309.0,486.0,216.0,2846.0,122.0,143.0
LT05_187022_19870926_23,153220120,474.0,539.0,425.0,918.0,446.0,2841.0,254.0,142.0
LT05_187022_19870926_25,153230040,560.0,641.0,460.0,1031.0,363.0,2836.0,137.0,168.0
LT05_187022_19870926_26,153230050,619.0,642.0,566.0,2282.0,1315.0,2836.0,535.0,167.0
LT05_187022_19870926_34,154220020,535.0,751.0,605.0,2949.0,1786.0,2841.0,833.0,223.0
LT05_187022_19870926_35,154220070,462.0,427.0,380.0,1168.0,609.0,2836.0,198.0,145.0
LT05_187022_19870926_36,154220080,410.0,552.0,329.0,386.0,209.0,2836.0,141.0,144.0
LT05_187022_19870926_37,154230020,480.0,483.0,429.0,623.0,287.0,2836.0,140.0,138.0
LT05_187022_19871012_23,153220120,469.0,688.0,588.0,709.0,674.0,2831.0,505.0,33.0
LT05_187022_19871012_25,153230040,377.0,420.0,357.0,575.0,443.0,2826.0,239.0,22.0
LT05_187022_19871012_26,153230050,537.0,758.0,649.0,2180.0,1493.0,2826.0,635.0,21.0
LT05_187022_19871012_34,154220020,629.0,899.0,828.0,2850.0,2130.0,2831.0,1185.0,55.0
LT05_187022_19871012_35,154220070,437.0,574.0,428.0,995.0,635.0,2826.0,310.0,22.0
LT05_187022_19871012_36,154220080,411.0,441.0,371.0,519.0,311.0,2816.0,177.0,19.0
LT05_187022_19871012_37,154230020,396.0,501.0,368.0,381.0,355.0,2826.0,109.0,12.0
LT05_187022_19880405_26,153230050,1485.0,1505.0,1408.0,1811.0,1376.0,2776.0,859.0,60.0
LT05_187022_19880405_35,154220070,1380.0,1430.0,1259.0,1350.0,867.0,2756.0,540.0,60.0
LT05_187022_19880608_35,154220070,677.0,732.0,467.0,1902.0,578.0,2911.0,276.0,421.0
LT05_187022_19880608_36,154220080,482.0,581.0,410.0,924.0,247.0,2915.0,81.0,383.0
LT05_187022_19880726_23,153220120,338.0,557.0,460.0,1566.0,749.0,2933.0,332.0,133.0
LT05_187022_19880726_25,153230040,344.0,468.0,382.0,1114.0,747.0,2924.0,447.0,55.0
LT05_187022_19880726_26,153230050,327.0,468.0,347.0,2784.0,1372.0,2929.0,525.0,55.0
LT05_187022_19880726_34,154220020,363.0,620.0,407.0,3481.0,1843.0,2938.0,730.0,192.0
LT05_187022_19880726_36,154220080,306.0,468.0,274.0,411.0,168.0,2924.0,95.0,171.0
LT05_187022_19880726_37,154230020,301.0,569.0,332.0,711.0,283.0,2929.0,176.0,100.0
LT05_187022_19880811_23,153220120,337.0,493.0,351.0,1373.0,683.0,2911.0,229.0,145.0
LT05_187022_19880811_25,153230040,206.0,272.0,159.0,893.0,420.0,2911.0,188.0,74.0
LT05_187022_19880811_26,153230050,302.0,479.0,376.0,2431.0,1116.0,2920.0,561.0,74.0
LT05_187022_19880811_34,154220020,365.0,628.0,542.0,2914.0,1959.0,2920.0,989.0,146.0
LT05_187022_19880811_35,154220070,297.0,391.0,261.0,1638.0,685.0,2906.0,272.0,103.0
LT05_187022_19880811_36,154220080,307.0,482.0,266.0,421.0,70.0,2924.0,64.0,93.0
LT05_187022_19880811_37,154230020,243.0,313.0,230.0,204.0,333.0,2906.0,147.0,80.0
LT05_187022_19880928_25,153230040,704.0,723.0,586.0,1342.0,714.0,2811.0,324.0,153.0
LT05_187022_19880928_26,153230050,794.0,909.0,748.0,2215.0,1417.0,2826.0,623.0,148.0
LT05_187022_19880928_34,154220020,603.0,873.0,710.0,3015.0,2015.0,2850.0,1068.0,267.0
LT05_187022_19880928_37,154230020,456.0,569.0,397.0,702.0,338.0,2831.0,326.0,207.0
LT05_187022_19881014_22,153220050,552.0,688.0,651.0,870.0,410.0,2826.0,318.0,65.0
LT05_187022_19881014_23,153220120,547.0,756.0,711.0,1082.0,889.0,2831.0,456.0,68.0
LT05_187022_19881014_25,153230040,369.0,371.0,375.0,668.0,553.0,2831.0,249.0,11.0
LT05_187022_19881014_26,153230050,500.0,715.0,613.0,2115.0,1589.0,2826.0,658.0,10.0
LT05_187022_19881014_34,154220020,644.0,921.0,913.0,2889.0,2401.0,2841.0,1160.0,62.0
LT05_187022_19881014_35,154220070,487.0,662.0,563.0,1383.0,753.0,2826.0,530.0,19.0
LT05_187022_19881014_36,154220080,460.0,455.0,323.0,467.0,322.0,2826.0,252.0,17.0
LT05_187022_19881014_37,154230020,439.0,443.0,377.0,394.0,272.0,2826.0,182.0,14.0
LT05_187022_19890424_34,154220020,494.0,730.0,511.0,3550.0,1942.0,2826.0,937.0,244.0
LT05_187022_19890510_23,153220120,467.0,572.0,423.0,973.0,465.0,2869.0,451.0,351.0
LT05_187022_19890510_25,153230040,373.0,490.0,355.0,897.0,328.0,2869.0,211.0,243.0
LT05_187022_19890510_26,153230050,471.0,617.0,465.0,2076.0,1225.0,2883.0,608.0,244.0
LT05_187022_19890510_34,154220020,558.0,789.0,609.0,3432.0,1534.0,2893.0,782.0,386.0
LT05_187022_19890510_35,154220070,604.0,745.0,569.0,1331.0,610.0,2855.0,372.0,386.0
LT05_187022_19890510_36,154220080,443.0,539.0,392.0,847.0,323.0,2855.0,128.0,347.0
LT05_187022_19890510_37,154230020,326.0,429.0,338.0,420.0,270.0,2865.0,129.0,285.0
LT05_187022_19890526_23,153220120,545.0,764.0,604.0,1774.0,776.0,2933.0,512.0,379.0
LT05_187022_19890526_35,154220070,443.0,632.0,417.0,1812.0,641.0,2906.0,241.0,304.0
LT05_187022_19890526_36,154220080,418.0,557.0,387.0,1025.0,395.0,2933.0,163.0,288.0
LT05_187022_19890526_37,154230020,475.0,615.0,439.0,892.0,364.0,2933.0,162.0,328.0
LT05_187022_19890611_37,154230020,423.0,481.0,367.0,663.0,354.0,2883.0,232.0,288.0
LT05_187022_19890627_22,153220050,386.0,459.0,379.0,664.0,164.0,2911.0,82.0,366.0
LT05_187022_19890627_23,153220120,344.0,526.0,402.0,1454.0,710.0,2915.0,390.0,310.0
LT05_187022_19890627_34,154220020,481.0,743.0,484.0,4299.0,1979.0,2929.0,850.0,289.0
LT05_187022_19890627_35,154220070,322.0,415.0,235.0,1255.0,420.0,2902.0,164.0,216.0
LT05_187022_19890627_36,154220080,448.0,461.0,343.0,1009.0,362.0,2911.0,124.0,289.0
LT05_187022_19890627_37,154230020,338.0,494.0,338.0,760.0,307.0,2915.0,161.0,289.0
LT05_187022_19890713_34,154220020,495.0,779.0,616.0,3149.0,1897.0,2947.0,886.0,384.0
LT05_187022_19890713_36,154220080,706.0,780.0,580.0,1171.0,397.0,2902.0,244.0,383.0
LT05_187022_19890729_25,153230040,777.0,800.0,665.0,1448.0,709.0,2893.0,379.0,321.0
LT05_187022_19890729_26,153230050,777.0,888.0,665.0,2418.0,1204.0,2897.0,627.0,321.0
LT05_187022_19890729_35,154220070,549.0,751.0,448.0,1607.0,744.0,2893.0,251.0,576.0
LT05_187022_19890729_36,154220080,910.0,1099.0,917.0,2040.0,988.0,2879.0,511.0,577.0
LT05_187022_19890915_23,153220120,859.0,917.0,862.0,1505.0,849.0,2836.0,547.0,259.0
LT05_187022_19891001_22,153220050,532.0,578.0,507.0,740.0,594.0,2797.0,385.0,36.0
LT05_187022_19891001_23,153220120,371.0,524.0,459.0,859.0,554.0,2821.0,385.0,26.0
LT05_187022_19891001_33,154210060,560.0,597.0,637.0,1427.0,1023.0,2756.0,573.0,132.0
LT05_187022_19891001_37,154230020,279.0,301.0,266.0,392.0,272.0,2811.0,154.0,9.0
LT05_187022_19900411_22,153220050,555.0,620.0,602.0,756.0,508.0,2797.0,470.0,201.0
LT05_187022_19900411_23,153220120,511.0,571.0,518.0,803.0,571.0,2811.0,289.0,196.0
LT05_187022_19900411_25,153230040,411.0,386.0,315.0,427.0,412.0,2811.0,199.0,165.0
LT05_187022_19900411_26,153230050,506.0,681.0,571.0,1273.0,1134.0,2831.0,871.0,162.0
LT05_187022_19900411_34,154220020,640.0,765.0,685.0,2543.0,1859.0,2831.0,1070.0,232.0
LT05_187022_19900411_35,154220070,626.0,685.0,614.0,763.0,543.0,2802.0,382.0,185.0
LT05_187022_19900411_37,154230020,443.0,507.0,419.0,439.0,196.0,2816.0,111.0,128.0
LT05_187022_19900630_25,153230040,635.0,673.0,457.0,1243.0,506.0,2897.0,361.0,365.0
LT05_187022_19900630_26,153230050,636.0,758.0,567.0,2389.0,1285.0,2897.0,559.0,364.0
LT05_187022_19900630_34,154220020,509.0,782.0,508.0,3991.0,1716.0,2865.0,796.0,963.0
LT05_187022_19900630_35,154220070,649.0,862.0,528.0,2017.0,703.0,2883.0,362.0,578.0
LT05_187022_19900630_36,154220080,539.0,724.0,448.0,1286.0,382.0,2893.0,157.0,579.0
LT05_187022_19900630_37,154230020,621.0,791.0,521.0,1114.0,280.0,2897.0,123.0,394.0
LT05_187022_19900817_25,153230040,618.0,644.0,426.0,1107.0,458.0,2920.0,187.0,470.0
LT05_187022_19900817_26,153230050,595.0,697.0,518.0,2759.0,1317.0,2924.0,515.0,467.0
LT05_187022_19900817_37,154230020,806.0,983.0,676.0,964.0,364.0,2929.0,189.0,416.0
LT05_187022_19900918_22,153220050,431.0,501.0,402.0,808.0,493.0,2841.0,238.0,125.0
LT05_187022_19900918_24,153220190,486.0,596.0,583.0,856.0,638.0,2831.0,343.0,144.0
LT05_187022_19900918_25,153230040,565.0,575.0,518.0,850.0,302.0,2816.0,128.0,181.0
LT05_187022_19900918_35,154220070,326.0,445.0,303.0,925.0,572.0,2846.0,239.0,139.0
LT05_187022_19900918_37,154230020,417.0,491.0,346.0,638.0,493.0,2841.0,237.0,139.0
LT05_187022_19901004_23,153220120,488.0,659.0,523.0,1158.0,671.0,2826.0,218.0,159.0
LT05_187022_19901004_34,154220020,772.0,979.0,976.0,3113.0,2359.0,2811.0,1325.0,238.0
LT05_187022_19910414_22,153220050,765.0,785.0,711.0,930.0,536.0,2831.0,424.0,315.0
LT05_187022_19910414_25,153230040,640.0,680.0,489.0,628.0,437.0,2850.0,376.0,306.0
LT05_187022_19910414_26,153230050,666.0,784.0,666.0,1223.0,1211.0,2879.0,834.0,304.0
LT05_187022_19910414_34,154220020,792.0,996.0,937.0,2087.0,2106.0,2869.0,1216.0,330.0
LT05_187022_19910414_36,154220080,740.0,782.0,662.0,677.0,243.0,2855.0,193.0,345.0
LT05_187022_19910414_37,154230020,743.0,751.0,592.0,609.0,205.0,2846.0,144.0,384.0
LT05_187022_19910601_23,153220120,439.0,640.0,493.0,1989.0,687.0,2869.0,391.0,289.0
LT05_187022_19910601_37,154230020,473.0,621.0,443.0,694.0,366.0,2860.0,239.0,230.0
LT05_187022_19910703_35,154220070,509.0,706.0,489.0,1678.0,735.0,2879.0,325.0,293.0
LT05_187022_19910703_36,154220080,477.0,586.0,420.0,1046.0,318.0,2879.0,246.0,286.0
LT05_187022_19910719_25,153230040,397.0,513.0,382.0,1261.0,363.0,2883.0,213.0,60.0
LT05_187022_19910719_26,153230050,486.0,627.0,583.0,2676.0,1143.0,2883.0,480.0,60.0
LT05_187022_19910719_37,154230020,400.0,554.0,383.0,629.0,229.0,2888.0,137.0,60.0
LT05_187022_19910804_35,154220070,524.0,604.0,453.0,1270.0,402.0,2924.0,264.0,341.0
LT05_187022_19910804_36,154220080,496.0,673.0,513.0,1043.0,464.0,2933.0,180.0,290.0
LT05_187022_19911007_22,153220050,623.0,775.0,672.0,931.0,514.0,2841.0,294.0,145.0
LT05_187022_19911007_23,153220120,531.0,708.0,615.0,1553.0,696.0,2841.0,360.0,137.0
LT05_187022_19911007_25,153230040,350.0,419.0,309.0,926.0,420.0,2841.0,161.0,144.0
LT05_187022_19911007_26,153230050,417.0,559.0,489.0,1754.0,1012.0,2846.0,554.0,144.0
LT05_187022_19911007_34,154220020,679.0,912.0,789.0,3196.0,2240.0,2846.0,966.0,178.0
LT05_187022_19911007_35,154220070,614.0,649.0,562.0,1782.0,1028.0,2846.0,430.0,145.0
LT05_187022_19911007_36,154220080,508.0,717.0,559.0,730.0,380.0,2850.0,230.0,153.0
LT05_187022_19911007_37,154230020,493.0,566.0,493.0,514.0,286.0,2826.0,162.0,145.0
LT05_187022_19920502_22,153220050,924.0,978.0,838.0,1066.0,785.0,2836.0,472.0,369.0
LT05_187022_19920502_37,154230020,738.0,802.0,700.0,982.0,429.0,2846.0,303.0,295.0
LT05_187022_19920518_34,154220020,649.0,954.0,825.0,2545.0,1470.0,2816.0,789.0,191.0
LT05_187022_19920603_23,153220120,597.0,668.0,601.0,1127.0,362.0,2911.0,199.0,250.0
LT05_187022_19920603_34,154220020,519.0,775.0,617.0,4032.0,1854.0,2938.0,955.0,208.0
LT05_187022_19920603_35,154220070,404.0,610.0,451.0,1606.0,686.0,2911.0,276.0,193.0
LT05_187022_19920603_36,154220080,354.0,532.0,389.0,896.0,316.0,2915.0,128.0,178.0
LT05_187022_19920603_37,154230020,374.0,561.0,413.0,773.0,366.0,2920.0,201.0,191.0
LT05_187022_19920619_35,154220070,583.0,675.0,467.0,815.0,340.0,2906.0,202.0,242.0
LT05_187022_19920619_37,154230020,514.0,686.0,514.0,1413.0,501.0,2911.0,277.0,195.0
LT05_187022_19920705_23,153220120,409.0,641.0,512.0,1724.0,796.0,2920.0,392.0,125.0
LT05_187022_19920705_25,153230040,352.0,519.0,348.0,1177.0,531.0,2911.0,205.0,111.0
LT05_187022_19920705_26,153230050,435.0,602.0,548.0,2293.0,1160.0,2924.0,577.0,107.0
LT05_187022_19920705_34,154220020,448.0,714.0,602.0,3852.0,2157.0,2938.0,999.0,176.0
LT05_187022_19920705_35,154220070,490.0,708.0,566.0,1721.0,823.0,2929.0,430.0,60.0
LT05_187022_19920705_36,154220080,412.0,503.0,435.0,723.0,325.0,2933.0,170.0,64.0
LT05_187022_19920705_37,154230020,381.0,566.0,420.0,753.0,454.0,2915.0,242.0,98.0
LT05_187022_19920721_23,153220120,568.0,713.0,565.0,1924.0,894.0,2938.0,252.0,243.0
LT05_187022_19920721_25,153230040,450.0,543.0,360.0,1116.0,583.0,2938.0,253.0,210.0
LT05_187022_19920721_26,153230050,471.0,632.0,502.0,2286.0,1199.0,2951.0,690.0,210.0
LT05_187022_19920721_34,154220020,527.0,842.0,665.0,3432.0,1897.0,2947.0,820.0,287.0
