"";"oid";"B1";"B2";"B3";"B4";"B5";"B6";"B7";"sensor";"date";"areosols"
"3355";154210040;315;508;413;512;215;290,2;235;"L5";2005-06-21;"low"
"3356";154210060;281;434;384;1932;763;291,5;482;"L5";2005-06-21;"low"
"3357";154210040;408;553;410;653;312;294,2;238;"L5";2005-07-07;"medium"
"3358";154210060;196;270;218;734;209;292;127;"L5";2005-07-07;"medium"
"3360";153200140;369;553;422;1321;377;293,3;165;"L5";2005-09-09;"medium"
"3361";153200140;331;498;412;944;430;286,9;191;"L5";2005-09-25;"medium"
"3363";154210040;683;757;626;804;418;288,3;278;"L5";2006-05-07;"high"
"3364";154210060;612;709;664;1185;1080;292;668;"L5";2006-05-07;"high"
"3365";154210040;555;942;567;558;228;292;194;"L5";2006-06-24;"medium"
"3366";154210060;314;392;351;1749;908;291,5;550;"L5";2006-06-24;"medium"
"3367";153200140;390;511;375;968;308;295,5;162;"L5";2006-07-10;"medium"
"3368";154210040;399;547;368;722;307;296,8;162;"L5";2006-07-10;"medium"
"3369";154210060;348;453;398;1981;737;296,4;276;"L5";2006-07-10;"medium"
"3370";154210060;285;348;314;1391;989;294,7;547;"L5";2006-07-26;"low"
"3371";154210040;485;589;500;851;658;287,9;382;"L5";2006-08-11;"medium"
"3372";154210060;298;477;340;1323;971;291,1;464;"L5";2006-08-11;"medium"
"3373";154210060;313;434;330;1300;902;289,3;459;"L5";2006-08-27;"medium"
"3374";153200140;270;396;255;821;377;288,3;214;"L5";2006-09-12;"medium"
"3375";154210040;333;422;278;387;314;288,3;215;"L5";2006-09-12;"low"
"3376";154210060;266;378;285;1566;680;288,3;405;"L5";2006-09-12;"low"
"3377";153200140;284;421;390;688;526;277,6;365;"L5";2006-10-30;"low"
"3378";154210040;152;241;180;137;96;278,1;52;"L5";2006-10-30;"low"
"3379";154210060;159;430;468;2050;969;275,6;449;"L5";2006-10-30;"low"
"3380";153200140;506;585;491;893;486;281,6;300;"L5";2007-04-24;"medium"
"3381";153200140;465;628;467;1371;493;291,5;275;"L5";2007-05-26;"medium"
"3382";153200140;456;635;510;1495;657;288,3;303;"L5";2008-06-13;"medium"
