"oid";"B1";"B2";"B3";"B4";"B5";"B6";"B7";"B10";"B11";"date"
153220050;0,130088537931442;0,104927949607372;0,0844676867127419;0,0535837560892105;0,0308562815189362;0,0182206891477108;0,0123038040474057;289,700378417969;287,865264892578;2014-08-19
153230040;0,121047310531139;0,0982645377516747;0,068624809384346;0,0393998213112354;0,032072838395834;0,0100365858525038;0,0058339387178421;290,538421630859;289,373077392578;2014-08-19
153230050;0,149249285459518;0,135452434420586;0,0902186781167984;0,0723297744989395;0,135480090975761;0,0559892207384109;0,0397592596709728;290,265747070312;288,298767089844;2014-08-19
154220070;0,125222310423851;0,0995640382170677;0,0675741508603096;0,0382938608527184;0,022506283596158;0,00707814330235124;0,00420264760032296;290,058868408203;288,7158203125;2014-08-19
154220080;0,123176284134388;0,102771326899529;0,0751223266124725;0,0426071062684059;0,0397039614617825;0,0108107579872012;0,00699519645422697;289,838775634766;288,457946777344;2014-08-19
153230050;0,134096264839172;0,103560395538807;0,0645389556884766;0,0372878238558769;0,0183701850473881;0,00550497230142355;0,00526165869086981;287,848236083984;287,266723632812;2014-09-04
154220020;0,137624308466911;0,106449745595455;0,0657859444618225;0,04096794500947;0,0263691227883101;0,00772520992904902;0,00586994318291545;288,514099121094;287,732513427734;2014-09-04
154220070;0,132697209715843;0,100458145141602;0,0586386024951935;0,0344288870692253;0,0217765755951405;0,00605242839083076;0,00358887715265155;287,68896484375;287,187896728516;2014-09-04
153220050;0,148948326706886;0,119628332555294;0,0864404514431953;0,0586745217442513;0,0411308743059635;0,0121907629072666;0,0068378783762455;287,835205078125;286,406188964844;2014-09-20
154220020;0,134685486555099;0,105814434587955;0,0696220323443413;0,045240506529808;0,031564749777317;0,00973879639059305;0,00383335584774613;288,622955322266;287,227325439453;2014-09-20
154220070;0,138311624526978;0,111305460333824;0,0776686295866966;0,0496954880654812;0,0387479774653912;0,0119490195065737;0,00659613497555256;287,505920410156;286,10986328125;2014-09-20
154220080;0,136619418859482;0,108680821955204;0,0736280605196953;0,0458621308207512;0,043237492442131;0,0122943669557571;0,00587090570479631;287,298919677734;285,874114990234;2014-09-20
154230020;0,146738097071648;0,116796486079693;0,0757001489400864;0,0512495525181293;0,0428230762481689;0,0116036720573902;0,00549102341756225;286,069732666016;284,555389404297;2014-09-20
153220050;0,119751125574112;0,0943734049797058;0,0674624443054199;0,0436179600656033;0,0207251384854317;0,00697887362912297;0,00549850659444928;283,982360839844;283,021514892578;2015-05-02
153220120;0,122738294303417;0,0959595069289207;0,0621754191815853;0,0419261120259762;0,0280212350189686;0,0122658992186189;0,0095166452229023;278,919219970703;277,999237060547;2015-05-02
154230020;0,146477043628693;0,117424830794334;0,0841165706515312;0,0644752755761147;0,0757366418838501;0,0548528879880905;0,0356609858572483;282,345489501953;280,973937988281;2015-05-02
153220120;0,116998381912708;0,0902496799826622;0,0596106983721256;0,0367522798478603;0,0271594747900963;0,00720064388588071;0,00410775002092123;291,392852783203;289,774688720703;2015-06-03
154220070;0,146332547068596;0,12064702808857;0,092279389500618;0,0658689737319946;0,103249497711658;0,0674637481570244;0,0456201881170273;288,475219726562;285,717712402344;2015-06-03
153220050;0,132502764463425;0,109111398458481;0,0972588136792183;0,06254593282938;0,0417375229299068;0,0140492990612984;0,00912480242550373;297,06884765625;295,247467041016;2015-07-05
153220120;0,125188425183296;0,0989968702197075;0,0684842988848686;0,045744713395834;0,0626907721161842;0,0156666580587626;0,00777298025786877;297,452606201172;295,44384765625;2015-07-05
153220190;0,127216160297394;0,107228502631187;0,0959311276674271;0,0605664812028408;0,0604216419160366;0,0135665060952306;0,00803851708769798;298,25439453125;296,6640625;2015-07-05
153230040;0,128423154354095;0,106456033885479;0,0794437155127525;0,0476517491042614;0,0495346449315548;0,0200842227786779;0,0126974768936634;295,199157714844;293,169158935547;2015-07-05
154230020;0,141144767403603;0,120577752590179;0,102593682706356;0,0659496337175369;0,0736984759569168;0,0344473384320736;0,0225947499275208;292,473571777344;290,786560058594;2015-07-05
153220050;0,113170474767685;0,0871134474873543;0,0623977668583393;0,0374088548123837;0,0178598705679178;0,00494313519448042;0,00330370338633657;291,630004882812;289,964660644531;2015-07-21
153220120;0,113940507173538;0,0892496705055237;0,0655772686004639;0,0404889993369579;0,0446124188601971;0,0129664149135351;0,00596157042309642;291,423156738281;289,566619873047;2015-07-21
153220190;0,12293254584074;0,103954881429672;0,0898458287119865;0,0577278733253479;0,0716133639216423;0,0215113330632448;0,0129167353734374;290,148284912109;288,235656738281;2015-07-21
153230040;0,120249837636948;0,0997321009635925;0,0755132213234901;0,0387750454246998;0,0203438587486744;0,00606092950329185;0,00375082134269178;290,952514648438;289,277679443359;2015-07-21
153230050;0,115902863442898;0,0922801420092583;0,0611806139349937;0,0347013063728809;0,0185802262276411;0,00499281520023942;0,00439665792509913;291,281646728516;289,605285644531;2015-07-21
154220070;0,149312496185303;0,126584008336067;0,100526981055737;0,0655772686004639;0,0634162053465843;0,0325650759041309;0,0246163178235292;286,920623779297;285,253479003906;2015-07-21
154220080;0,120274677872658;0,0951367244124413;0,065949872136116;0,0351732634007931;0,0227284859865904;0,00725324358791113;0,00481893587857485;290,551147460938;289,182220458984;2015-07-21
153220120;0,142607301473618;0,117978446185589;0,0933235064148903;0,0651464387774467;0,0730516687035561;0,0336820371448994;0,0169845130294561;293,541473388672;292,184631347656;2015-08-06
153220190;0,141459345817566;0,119309030473232;0,102533236145973;0,0699469745159149;0,0857052654027939;0,0387434735894203;0,0211588945239782;293,447296142578;291,825561523438;2015-08-06
153230040;0,126379385590553;0,103002853691578;0,0741996243596077;0,04466587677598;0,0403610467910767;0,0139580871909857;0,00798350386321545;296,234619140625;295,096405029297;2015-08-06
153230050;0,126666381955147;0,10216797888279;0,0711731985211372;0,04466587677598;0,0435961931943893;0,012549233622849;0,00790523458272219;297,359161376953;295,963287353516;2015-08-06
154220070;0,14581635594368;0,12799696624279;0,113256178796291;0,0635288655757904;0,0510839894413948;0,0155234802514315;0,00811395328491926;295,924468994141;294,622222900391;2015-08-06
154220080;0,134388983249664;0,11007321625948;0,0802002996206284;0,0499360337853432;0,0523884855210781;0,0176106709986925;0,00941844750195742;296,662109375;295,193328857422;2015-08-06
154230020;0,134388983249664;0,112499572336674;0,0910276025533676;0,0555192679166794;0,0486315414309502;0,0181324686855078;0,0108533911406994;295,735046386719;294,739501953125;2015-08-06
153220190;0,122968763113022;0,0998226925730705;0,0783319175243378;0,0493502281606197;0,03386340290308;0,0205929894000292;0,0101562151685357;293,092163085938;290,922027587891;2015-08-22
154220080;0,115618132054806;0,091125376522541;0,0627048090100288;0,0350417494773865;0,0274947267025709;0,0121762361377478;0,00749091012403369;293,136932373047;290,467895507812;2015-08-22
154230020;0,120668180286884;0,0961193218827248;0,0640514940023422;0,0378192774951458;0,0266249962151051;0,00886564701795578;0,00521838711574674;292,626037597656;289,762817382812;2015-08-22
153220190;0,143059581518173;0,118070311844349;0,0846451744437218;0,0684419423341751;0,0710522830486298;0,0538940504193306;0,0445350110530853;274,089447021484;273,641387939453;2016-04-02
153230050;0,133509531617165;0,105941757559776;0,0715297907590866;0,0522387102246284;0,0529072135686874;0,0383274890482426;0,0311012919992208;276,049285888672;275,106292724609;2016-04-02
154220070;0,140194565057755;0,114504963159561;0,0820984989404678;0,0641444250941277;0,0663409307599068;0,0531300455331802;0,0430070050060749;274,250854492188;273,395904541016;2016-04-02
154220080;0,126506179571152;0,10094390809536;0,0662772655487061;0,0499466992914677;0,0502650365233421;0,0436118431389332;0,0348576419055462;276,356475830078;276,153289794922;2016-04-02
154230020;0,114504963159561;0,0874783545732498;0,0518567077815533;0,0316742956638336;0,0174447372555733;0,00884970184415579;0,00655769323930144;277,708221435547;277,157592773438;2016-04-02
153220050;0,122663736343384;0,0973372533917427;0,0733423680067062;0,0453526824712753;0,0227155070751905;0,00754572590813041;0,00524806510657072;286,736206054688;286,048675537109;2016-05-04
153220120;0,117781206965446;0,0915147662162781;0,0583292432129383;0,0379113964736462;0,0242559835314751;0,00968672707676888;0,00697131035849452;287,889984130859;286,823516845703;2016-05-04
154220020;0,128303453326225;0,0997915714979172;0,0629767850041389;0,0411228984594345;0,0278591327369213;0,0115144122391939;0,00906009320169687;286,952178955078;286,039489746094;2016-05-04
154230020;0,118016190826893;0,0910447910428047;0,0564232282340527;0,033211637288332;0,0178068690001965;0,00626634666696191;0,00389035674743354;287,175598144531;286,522094726562;2016-05-04
153220050;0,142095625400543;0,117183074355125;0,0924686416983604;0,0640643760561943;0,0489335916936398;0,0179786384105682;0,0121838701888919;287,277954101562;286,042541503906;2016-05-20
154220070;0,120674796402454;0,0966042205691338;0,0672589242458344;0,0421482659876347;0,0472744069993496;0,0213217735290527;0,0139421112835407;287,372344970703;286,384826660156;2016-05-20
154220080;0,109877705574036;0,0843955874443054;0,0544064305722713;0,0319455116987228;0,0287014339119196;0,0100046414881945;0,00651292270049453;287,652374267578;286,421447753906;2016-05-20
154230020;0,117282129824162;0,0917009562253952;0,0627271234989166;0,0383841432631016;0,0298158135265112;0,0111685479059815;0,00723107764497399;287,275329589844;286,140441894531;2016-05-20
153220050;0,120789863169193;0,10025293380022;0,0943783670663834;0,0595883801579475;0,0328398197889328;0,018105236813426;0,0142771350219846;294,230621337891;293,255920410156;2016-06-05
153220190;0,109353706240654;0,0870351493358612;0,0684724673628807;0,041025698184967;0,0292043257504702;0,0114843063056469;0,00789696536958218;294,822509765625;293,440856933594;2016-06-05
153230040;0,104249574244022;0,0818828642368317;0,0552306026220322;0,0292765535414219;0,0186589881777763;0,00618756096810102;0,00353918876498938;292,678497314453;291,772918701172;2016-06-05
153230050;0,102179028093815;0,0784159004688263;0,0480799973011017;0,027037475258112;0,0203202404081821;0,00650055054575205;0,00377994985319674;293,462188720703;292,408905029297;2016-06-05
154220020;0,106320112943649;0,0811605751514435;0,0541471801698208;0,0325749814510345;0,0188034437596798;0,0071265297010541;0,00334657984785736;292,960235595703;292,027099609375;2016-06-05
154220070;0,118165567517281;0,0947635844349861;0,067629799246788;0,0404719449579716;0,0324305258691311;0,0162995290011168;0,0117491437122226;292,957763671875;291,673461914062;2016-06-05
154220080;0,109401859343052;0,0851572155952454;0,0561454966664314;0,0341880805790424;0,030504435300827;0,0163958333432674;0,012254741974175;293,171722412109;291,529968261719;2016-06-05
154230020;0,108655497431755;0,0882630348205566;0,0730469301342964;0,0391477607190609;0,0205610003322363;0,00719875795766711;0,00421331962570548;293,741973876953;292,225433349609;2016-06-05
153220050;0,112936705350876;0,0871805995702744;0,0659061074256897;0,0392009541392326;0,0196663830429316;0,00553611293435097;0,00408617872744799;292,273315429688;290,866088867188;2016-08-08
153220120;0,111407682299614;0,0870487838983536;0,0655897557735443;0,0395173020660877;0,02667879126966;0,00759238330647349;0,00376982940360904;292,082702636719;290,774749755859;2016-08-08
153220190;0,114017568528652;0,096407450735569;0,0868115276098251;0,050668615847826;0,0306331589818001;0,0128648718819022;0,00558883789926767;292,675994873047;291,260131835938;2016-08-08
153230040;0,11876280605793;0,0977782979607582;0,0723121836781502;0,0408881492912769;0,0357211083173752;0,0155538413673639;0,0102286273613572;289,474426269531;287,804931640625;2016-08-08
153230050;0,114940248429775;0,0920576527714729;0,0629007890820503;0,0379091911017895;0,0362219959497452;0,0186646096408367;0,0116521995514631;289,587463378906;287,976806640625;2016-08-08
154220020;0,113885752856731;0,0896586701273918;0,0644561722874641;0,0380410067737103;0,0194818452000618;0,00685423519462347;0,00303168082609773;291,992309570312;290,476745605469;2016-08-08
154220070;0,116100199520588;0,0953265950083733;0,0759238377213478;0,0419426448643208;0,0226189754903316;0,00888414308428764;0,00550975045189261;291,584625244141;290,071380615234;2016-08-08
154220080;0,107242420315742;0,0822508186101913;0,0542011819779873;0,0288405120372772;0,0222235396504402;0,00709149707108736;0,00395436631515622;291,708099365234;290,204681396484;2016-08-08
154230020;0,108455091714859;0,0836480334401131;0,0524612627923489;0,0296313855797052;0,0199300069361925;0,00553611293435097;0,00282078143209219;291,828918457031;290,314178466797;2016-08-08
153220050;0,129349142313004;0,102384261786938;0,0757991671562195;0,0483279041945934;0,0283890832215548;0,00712100742384791;0,00382951949723065;292,082702636719;291,125;2016-09-09
153220120;0,123304203152657;0,0964659154415131;0,0663044899702072;0,040953703224659;0,0298449341207743;0,00712100742384791;0,00370292388834059;291,7861328125;290,671569824219;2016-09-09
153220190;0,12646909058094;0,100548624992371;0,0757991671562195;0,0464289672672749;0,0386116839945316;0,00914653856307268;0,00538031663745642;292,285827636719;291,298278808594;2016-09-09
153230040;0,113556332886219;0,0875725671648979;0,0551640726625919;0,0306045077741146;0,0183563753962517;0,00439919997006655;0,00250026490539312;291,874176025391;290,904357910156;2016-09-09
153230050;0,113398090004921;0,0865598022937775;0,0516510419547558;0,0294334981590509;0,0196223314851522;0,00389281730167568;0,0020888289436698;292,218170166016;291,257202148438;2016-09-09
154220020;0,122133187949657;0,0936175137758255;0,060006357729435;0,0354467928409576;0,0213946718722582;0,00645638024434447;0,00376622169278562;291,932006835938;290,924987792969;2016-09-09
154220070;0,118493564426899;0,095073364675045;0,0723494365811348;0,040700513869524;0,0197805762290955;0,00639308243989944;0,00325983902439475;292,250762939453;291,136749267578;2016-09-09
154220080;0,113018296658993;0,0877941101789474;0,0560502409934998;0,0302247200161219;0,0223757885396481;0,00740584777668118;0,00389281730167568;292,065124511719;291,030914306641;2016-09-09
154230020;0,112828403711319;0,0873510241508484;0,0548475831747055;0,0306994542479515;0,0175018534064293;0,00439919997006655;0,00215212674811482;291,949615478516;291,001495361328;2016-09-09
153220120;0,129418924450874;0,105503484606743;0,0755845904350281;0,056614626199007;0,0636022612452507;0,0309768859297037;0,0238170176744461;286,527740478516;285,72998046875;2017-05-23
153230040;0,119847826659679;0,0951696559786797;0,0642173737287521;0,0384566113352776;0,0276552978903055;0,0116870701313019;0,00848850328475237;290,316741943359;289,495178222656;2017-05-23
153230050;0,121988408267498;0,0975316762924194;0,0660380944609642;0,0450259745121002;0,0366850979626179;0,0165341291576624;0,0128434747457504;291,226013183594;290,317138671875;2017-05-23
154220020;0,123587690293789;0,0977531149983406;0,0679572373628616;0,0479046851396561;0,0555074326694012;0,0277291107922792;0,0197326950728893;285,195922851562;284,601837158203;2017-05-23
154220070;0,128139495849609;0,104273267090321;0,0742805525660515;0,0479538924992085;0,0513246916234493;0,0260314103215933;0,0198065079748631;288,50634765625;287,611694335938;2017-05-23
153220120;0,127321973443031;0,100042127072811;0,0671189948916435;0,0472834743559361;0,0429609604179859;0,0185387711971998;0,0123911993578076;288,710998535156;286,808319091797;2017-06-08
153220190;0,122831366956234;0,0958877131342888;0,0656541436910629;0,0421685017645359;0,0392147861421108;0,0119109200313687;0,00778052071109414;289,749084472656;287,813995361328;2017-06-08
153230040;0,112505368888378;0,0842169299721718;0,0479318499565125;0,0279762540012598;0,0161373764276505;0,0043225116096437;0,00252146506682038;288,386993408203;286,713989257812;2017-06-08
154220070;0,122759327292442;0,0978808701038361;0,0711773559451103;0,0398151315748692;0,0255268309265375;0,00931741390377283;0,00578736234456301;288,246704101562;286,628723144531;2017-06-08
154230020;0,122855380177498;0,0948791280388832;0,0613556504249573;0,0374377518892288;0,0248544402420521;0,00826079957187176;0,00528306933119893;289,384460449219;287,717407226562;2017-06-08
153220050;0,128812298178673;0,107898846268654;0,10079799592495;0,0696466788649559;0,0576579160988331;0,0299597438424826;0,0223482176661491;289,928405761719;288,895416259766;2017-07-10
153220120;0,109479516744614;0,0842374563217163;0,057098601013422;0,0352853797376156;0,0313945040106773;0,0112105859443545;0,00690630450844765;292,49609375;291,488952636719;2017-07-10
153220190;0,116434454917908;0,092238076031208;0,0651964843273163;0,0438696220517159;0,0642967224121094;0,0347990207374096;0,0216186791658401;290,204467773438;289,164306640625;2017-07-10
153230040;0,112373352050781;0,0914842188358307;0,0712759792804718;0,0380333103239536;0,0246097892522812;0,00977582484483719;0,0062740370631218;291,947082519531;290,895538330078;2017-07-10
153230050;0,111497908830643;0,0908276289701462;0,0688685029745102;0,038057629019022;0,0316376835107803;0,0101162772625685;0,00700357649475336;292,225677490234;291,351104736328;2017-07-10
154220020;0,112276084721088;0,0869367569684982;0,0567581504583359;0,0361608266830444;0,0323915407061577;0,0139341987669468;0,00958128180354834;291,984771728516;290,845458984375;2017-07-10
154220070;0,113710843026638;0,092724435031414;0,0724432393908501;0,0406110137701035;0,0252906922250986;0,00739266397431493;0,00437723519280553;292,183074951172;291,301239013672;2017-07-10
154220080;0,106415450572968;0,0818786174058914;0,0523565970361233;0,0288897529244423;0,0203298255801201;0,00705221248790622;0,00420700944960117;292,498596191406;291,251312255859;2017-07-10
154230020;0,106464087963104;0,0830458775162697;0,0542290806770325;0,0310054160654545;0,0196975581347942;0,00641994504258037;0,00308838253840804;293,385284423828;292,307006835938;2017-07-10
153220050;0,13224270939827;0,103221118450165;0,0653359740972519;0,0433453917503357;0,0298443678766489;0,0100977178663015;0,00661961548030376;286,25;285,515014648438;2017-09-28
153220120;0,132691502571106;0,104455284774303;0,0685522854328156;0,0482072532176971;0,0359403975307941;0,0141742043197155;0,00901314802467823;285,444427490234;284,53369140625;2017-09-28
153220190;0,130896344780922;0,10194955766201;0,0663083493709564;0,0432331934571266;0,0385957211256027;0,0171661209315062;0,0117058735340834;285,492431640625;284,858581542969;2017-09-28
153230040;0,146342113614082;0,118031106889248;0,079061396420002;0,0572204031050205;0,0597635321319103;0,0268524512648582;0,0188116747885942;282,202362060547;281,769317626953;2017-09-28
153230050;0,145594134926796;0,118779085576534;0,0832126811146736;0,05763179063797;0,0530317202210426;0,0279370211064816;0,0189612712711096;283,000640869141;282,187133789062;2017-09-28
154220020;0,138189136981964;0,108643971383572;0,0713572055101395;0,0484690479934216;0,0484316498041153;0,0197466481477022;0,0142490025609732;286,014007568359;284,982147216797;2017-09-28
154230020;0,130073577165604;0,10153816640377;0,0627928450703621;0,0402412787079811;0,0313403271138668;0,0114066815003753;0,00665701413527131;285,870574951172;284,982147216797;2017-09-28
153220050;0,125702291727066;0,0984048545360565;0,0638260543346405;0,0430483147501945;0,0269927866756916;0,0119730979204178;0,00740321353077888;281,233917236328;281,37548828125;2018-04-08
153220120;0,122899435460567;0,0955715253949165;0,0613583214581013;0,0429569184780121;0,0254999566823244;0,0102670080959797;0,00664156582206488;280,653961181641;280,929229736328;2018-04-08
153220190;0,121894061565399;0,0946575477719307;0,0615411140024662;0,0424694642424583;0,0295519214123487;0,0146236317232251;0,00938349682837725;282,301452636719;282,423889160156;2018-04-08
153230040;0,116928122937679;0,0914281606674194;0,0584031268954277;0,0366200096905231;0,0221487078815699;0,00819532666355371;0,00524013442918658;283,240814208984;283,244079589844;2018-04-08
153230050;0,116897650063038;0,0906969830393791;0,057732880115509;0,0352185778319836;0,0196809712797403;0,0099623491987586;0,00618457747623324;283,808990478516;283,787780761719;2018-04-08
154220020;0,122046388685703;0,0932256504893303;0,0571540258824825;0,0380823723971844;0,0234587416052818;0,0101146781817079;0,00627597514539957;282,172088623047;282,187133789062;2018-04-08
154220070;0,120035640895367;0,0933475121855736;0,0597740933299065;0,0392096117138863;0,0247687753289938;0,0118817007169127;0,00725088408216834;281,286712646484;281,184448242188;2018-04-08
154220080;0,122929900884628;0,097155749797821;0,0626683533191681;0,0436880998313427;0,029734717682004;0,0150196878239512;0,011394246481359;280,693084716797;281,346832275391;2018-04-08
154230020;0,121376141905785;0,0959980487823486;0,0619067065417767;0,0427131913602352;0,028424683958292;0,0140447793528438;0,0103279398754239;279,129577636719;279,693206787109;2018-04-08
153220050;0,121292792260647;0,0965381190180779;0,0686635375022888;0,0465684533119202;0,0385641008615494;0,0182591304183006;0,012556348927319;291,695495605469;290,305297851562;2018-05-10
153220120;0,117098815739155;0,0922162756323814;0,0614519454538822;0,042962659150362;0,0379503481090069;0,0164945926517248;0,0107406647875905;290,731689453125;288,991088867188;2018-05-10
153220190;0,116970956325531;0,090988777577877;0,0612729340791702;0,0421954691410065;0,0378480553627014;0,0175942312926054;0,011175406165421;291,690460205078;290,166198730469;2018-05-10
153230040;0,116178192198277;0,0922930017113686;0,0628073140978813;0,0396125949919224;0,0346258580684662;0,0158552676439285;0,010484934784472;291,748382568359;290,305297851562;2018-05-10
153230050;0,116178192198277;0,0922674238681793;0,0625771582126617;0,0395358763635159;0,0328357480466366;0,0140907289460301;0,00951316021382809;293,094635009766;291,734893798828;2018-05-10
154220020;0,117098815739155;0,0910910665988922;0,0592015199363232;0,0393568649888039;0,0369785726070404;0,0159575585275888;0,0103826429694891;292,213134765625;290,674499511719;2018-05-10
